Unit Name,Gas Meters,Date,Gas Volume,,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,9/9/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,9/9/19,732.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,9/9/19,"2,292.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,9/9/19,"1,819.00",,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,9/9/19,"3,693.00",,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,9/9/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,9/9/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,9/9/19,"1,440.00",,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,9/9/19,"2,525.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,9/9/19,"1,319.00",,,,,,,
FWU #803 (INJ),FWU #803 CO2,9/9/19,"2,188.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,9/9/19,413.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,9/9/19,"1,612.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,9/9/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,9/10/19,"7,931.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,9/10/19,"10,364.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,9/10/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,9/10/19,568.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,9/10/19,"2,265.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,9/10/19,"1,788.00",,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,9/10/19,"3,692.00",,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,9/10/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,9/10/19,"1,429.00",,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,9/10/19,"2,565.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,9/10/19,"1,286.00",,,,,,,
FWU #803 (INJ),FWU #803 CO2,9/10/19,"2,122.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,9/10/19,"2,615.00",,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,9/10/19,"1,598.00",,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,9/11/19,"7,806.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,9/11/19,"10,280.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,9/11/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,9/11/19,575.00,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,9/11/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,9/11/19,"2,172.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,9/11/19,"1,687.00",,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,9/11/19,"3,558.00",,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,9/11/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,9/11/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,9/11/19,"1,394.00",,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,9/11/19,"2,563.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,9/11/19,"1,153.00",,,,,,,
FWU #803 (INJ),FWU #803 CO2,9/11/19,"1,936.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,9/11/19,"4,586.00",,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,9/11/19,"1,564.00",,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,9/12/19,"8,162.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,9/12/19,"10,181.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,9/12/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,9/12/19,612.00,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,9/12/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,9/12/19,"2,145.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,9/12/19,"1,666.00",,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,9/12/19,"3,513.00",,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,9/12/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,9/12/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,9/12/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,9/12/19,"1,380.00",,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,9/12/19,"2,489.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,9/12/19,"1,123.00",,,,,,,
FWU #502 (INJ),FWU #502 CO2,9/12/19,0.00,,,,,,,
FWU #602,FWU #602 GL METER,9/12/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,9/12/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,9/12/19,"1,883.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,9/12/19,"4,585.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,9/12/19,0.00,,,,,,,
FWU #901,FWU #901 GL METER,9/12/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,9/12/19,"1,551.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,9/12/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,9/13/19,"8,129.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,9/13/19,"9,957.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,9/13/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,9/13/19,606.00,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,9/13/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,9/13/19,"2,133.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,9/13/19,"1,653.00",,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,9/13/19,"3,523.00",,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,9/13/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,9/13/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,9/13/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,9/13/19,"1,372.00",,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,9/13/19,"2,495.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,9/13/19,"1,146.00",,,,,,,
FWU #502 (INJ),FWU #502 CO2,9/13/19,0.00,,,,,,,
FWU #602,FWU #602 GL METER,9/13/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,9/13/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,9/13/19,"1,863.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,9/13/19,"4,587.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,9/13/19,0.00,,,,,,,
FWU #901,FWU #901 GL METER,9/13/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,9/13/19,"1,540.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,9/13/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,9/14/19,"8,023.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,9/14/19,"10,309.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,9/14/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,9/14/19,636.00,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,9/14/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,9/14/19,"2,164.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,9/14/19,"1,682.00",,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,9/14/19,"3,561.00",,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,9/14/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,9/14/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,9/14/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,9/14/19,"1,385.00",,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,9/14/19,"2,469.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,9/14/19,"1,188.00",,,,,,,
FWU #502 (INJ),FWU #502 CO2,9/14/19,0.00,,,,,,,
FWU #602,FWU #602 GL METER,9/14/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,9/14/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,9/14/19,"1,931.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,9/14/19,"4,632.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,9/14/19,0.00,,,,,,,
FWU #901,FWU #901 GL METER,9/14/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,9/14/19,"1,547.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,9/14/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,9/15/19,"8,161.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,9/15/19,"10,594.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,9/15/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,9/15/19,654.00,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,9/15/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,9/15/19,"2,190.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,9/15/19,"1,695.00",,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,9/15/19,"3,585.00",,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,9/15/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,9/15/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,9/15/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,9/15/19,"1,393.00",,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,9/15/19,"2,478.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,9/15/19,"1,207.00",,,,,,,
FWU #502 (INJ),FWU #502 CO2,9/15/19,0.00,,,,,,,
FWU #602,FWU #602 GL METER,9/15/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,9/15/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,9/15/19,"1,977.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,9/15/19,"4,681.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,9/15/19,0.00,,,,,,,
FWU #901,FWU #901 GL METER,9/15/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,9/15/19,"1,551.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,9/15/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,9/16/19,"8,010.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,9/16/19,"10,296.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,9/16/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,9/16/19,632.00,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,9/16/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,9/16/19,"2,164.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,9/16/19,"1,647.00",,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,9/16/19,"3,537.00",,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,9/16/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,9/16/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,9/16/19,"1,385.00",,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,9/16/19,"2,419.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,9/16/19,"1,185.00",,,,,,,
FWU #502 (INJ),FWU #502 CO2,9/16/19,0.00,,,,,,,
FWU #602,FWU #602 GL METER,9/16/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,9/16/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,9/16/19,"1,948.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,9/16/19,"4,647.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,9/16/19,0.00,,,,,,,
FWU #901,FWU #901 GL METER,9/16/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,9/16/19,"1,544.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,9/16/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,9/17/19,"7,813.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,9/17/19,"10,699.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,9/17/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,9/17/19,640.00,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,9/17/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,9/17/19,"2,178.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,9/17/19,"1,674.00",,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,9/17/19,"3,542.00",,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,9/17/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,9/17/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,9/17/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,9/17/19,"1,391.00",,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,9/17/19,"2,421.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,9/17/19,"1,200.00",,,,,,,
FWU #502 (INJ),FWU #502 CO2,9/17/19,0.00,,,,,,,
FWU #602,FWU #602 GL METER,9/17/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,9/17/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,9/17/19,"1,976.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,9/17/19,"4,689.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,9/17/19,0.00,,,,,,,
FWU #901,FWU #901 GL METER,9/17/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,9/17/19,"1,547.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,9/17/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,9/18/19,"8,011.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,9/18/19,"10,982.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,9/18/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,9/18/19,672.00,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,9/18/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,9/18/19,"2,216.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,9/18/19,"1,695.00",,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,9/18/19,"3,605.00",,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,9/18/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,9/18/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,9/18/19,"1,404.00",,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,9/18/19,"2,382.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,9/18/19,"1,253.00",,,,,,,
FWU #502 (INJ),FWU #502 CO2,9/18/19,0.00,,,,,,,
FWU #602,FWU #602 GL METER,9/18/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,9/18/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,9/18/19,"2,059.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,9/18/19,"4,768.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,9/18/19,0.00,,,,,,,
FWU #901,FWU #901 GL METER,9/18/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,9/18/19,"1,561.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,9/18/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,9/19/19,"7,626.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,9/19/19,"11,118.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,9/19/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,9/19/19,631.00,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,9/19/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,9/19/19,"2,184.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,9/19/19,"1,690.00",,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,9/19/19,"3,505.00",,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,9/19/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,9/19/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,9/19/19,"1,401.00",,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,9/19/19,"2,395.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,9/19/19,"1,188.00",,,,,,,
FWU #502 (INJ),FWU #502 CO2,9/19/19,0.00,,,,,,,
FWU #602,FWU #602 GL METER,9/19/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,9/19/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,9/19/19,"1,984.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,9/19/19,"4,787.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,9/19/19,0.00,,,,,,,
FWU #901,FWU #901 GL METER,9/19/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,9/19/19,"1,549.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,9/19/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,9/20/19,"7,723.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,9/20/19,"11,006.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,9/20/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,9/20/19,625.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,9/20/19,"2,179.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,9/20/19,"1,677.00",,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,9/20/19,"3,474.00",,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,9/20/19,"1,383.00",,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,9/20/19,"2,432.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,9/20/19,"1,178.00",,,,,,,
FWU #803 (INJ),FWU #803 CO2,9/20/19,"1,962.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,9/20/19,"4,807.00",,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,9/20/19,"1,539.00",,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,9/21/19,"7,137.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,9/21/19,"10,940.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,9/21/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,9/21/19,600.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,9/21/19,"2,135.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,9/21/19,"1,626.00",,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,9/21/19,"3,371.00",,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,9/21/19,"1,367.00",,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,9/21/19,"2,372.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,9/21/19,"1,115.00",,,,,,,
FWU #803 (INJ),FWU #803 CO2,9/21/19,"1,882.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,9/21/19,"4,710.00",,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,9/21/19,"1,520.00",,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,9/22/19,"8,161.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,9/22/19,"11,212.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,9/22/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,9/22/19,667.00,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,9/22/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,9/22/19,"2,216.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,9/22/19,"1,699.00",,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,9/22/19,"3,522.00",,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,9/22/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,9/22/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,9/22/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,9/22/19,"1,388.00",,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,9/22/19,"2,411.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,9/22/19,"1,241.00",,,,,,,
FWU #502 (INJ),FWU #502 CO2,9/22/19,0.00,,,,,,,
FWU #602,FWU #602 GL METER,9/22/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,9/22/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,9/22/19,"2,028.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,9/22/19,"4,861.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,9/22/19,0.00,,,,,,,
FWU #901,FWU #901 GL METER,9/22/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,9/22/19,"1,541.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,9/22/19,0.00,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,9/22/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,9/23/19,"6,963.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,9/23/19,"11,166.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,9/23/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,9/23/19,748.00,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,9/23/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,9/23/19,"2,034.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,9/23/19,"1,516.00",,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,9/23/19,"3,140.00",,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,9/23/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,9/23/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,9/23/19,"1,325.00",,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,9/23/19,"2,339.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,9/23/19,935.00,,,,,,,
FWU #502 (INJ),FWU #502 CO2,9/23/19,0.00,,,,,,,
FWU #602,FWU #602 GL METER,9/23/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,9/23/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,9/23/19,"1,681.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,9/23/19,"4,676.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,9/23/19,0.00,,,,,,,
FWU #901,FWU #901 GL METER,9/23/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,9/23/19,"2,386.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,9/23/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,9/24/19,"6,481.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,9/24/19,"11,069.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,9/24/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,9/24/19,311.00,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,9/24/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,9/24/19,"1,831.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,9/24/19,"1,490.00",,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,9/24/19,"2,759.00",,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,9/24/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,9/24/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,9/24/19,"1,531.00",,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,9/24/19,"2,219.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,9/24/19,614.00,,,,,,,
FWU #502 (INJ),FWU #502 CO2,9/24/19,0.00,,,,,,,
FWU #602,FWU #602 GL METER,9/24/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,9/24/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,9/24/19,"1,262.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,9/24/19,"4,316.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,9/24/19,0.00,,,,,,,
FWU #901,FWU #901 GL METER,9/24/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,9/24/19,"4,340.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,9/24/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,9/25/19,"7,846.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,9/25/19,"11,421.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,9/25/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,9/25/19,35.00,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,9/25/19,0.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,9/25/19,"1,833.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,9/25/19,"1,627.00",,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,9/25/19,"2,816.00",,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,9/25/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,9/25/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,9/25/19,"1,733.00",,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,9/25/19,"2,224.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,9/25/19,725.00,,,,,,,
FWU #502 (INJ),FWU #502 CO2,9/25/19,0.00,,,,,,,
FWU #602,FWU #602 GL METER,9/25/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,9/25/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,9/25/19,"1,290.00",,,,,,,
